tiempoEspera,tiempoServicio,tiempoLlegadas,tiempoRealAtencion
89.1,28.5,826,93.5387
81.1,25,1029,97.3492
92.1,21.7,706,92.0247
90,25,1002,102.6
89,18.9,564,74.0743
77.1,25.5,738,83.2199
92.3,26,668,106.027
70.9,21.3,784,77.8475
89.3,22.8,824,82.4766
82.6,25.1,584,81.6606
65.8,22.2,848,98.0553
61.1,26.4,664,98.9192
86.8,25.2,979,106.68
67,22.4,606,73.8525
98.9,18.4,828,64.0842
75.6,23.7,668,126.139
73.5,23.3,895,96.1186
86.5,28.3,785,102.116
86.1,24.8,873,100.071
95.6,29.5,1038,108.537
87.5,28.1,813,105.586
70.1,24.2,751,105.489
79.1,26.5,762,94.3597
91.4,28.5,823,91.1643
67.9,24,802,112.247
112.1,18.5,840,86.257
101.1,20.7,858,94.1709
59.6,20.3,533,68.7697
68.1,25.2,669,90.3736
72.4,27,672,101.89
66.8,23.3,657,113.198
77.4,20,754,81.9289
96.4,19.7,1553,84.1042
67.2,20.4,1148,83.1235
77.9,20.2,1311,85.5334
75.2,23.8,1567,96.1354
70.2,23.3,1149,96.9403
68.9,21.1,1141,87.5191
60,20.8,1077,84.1253
63.7,21.2,1107,85.1296
66.9,24.9,754,105.437
74.7,25,985,114.937
77,28.4,1130,121.936
74.1,27.4,830,116.928
72.1,24.9,756,108.812
71.9,24.5,776,111.769
95.6,25.2,610,86.5275
76.6,23.3,837,86.9145
86.7,22.2,815,78.6551
122.5,20.6,994,90.0877
86.9,23.1,593,75.7103
85.8,21.1,585,84.4426
109.2,23.1,914,94.4537
86.7,22.2,815,88.2912
82.1,24.4,1005,100.77
99.8,24,776,77.2994
87.5,27.7,833,91.5205
87.6,23.5,567,86.3042
104.9,19.9,829,84.9375
52.9,26.1,667,95.8137
75.5,23.8,831,104.313
99,17.4,948,62.0469
73.8,24,728,125.702
88.4,25.5,976,104.05
87.8,24.5,1034,91.9265
65.3,23.1,488,79.6879
58.4,14.7,826,62.9383
80.1,21.3,1064,88.0324
84.4,21.9,1179,89.2249
88.9,25,1314,100.048
93.5,24.7,1059,99.2231
76.4,21.5,1027,91.9094
76.5,30.6,1247,99.3813
84.7,26.2,968,102.484
98.7,27.1,998,108.983
123,32.5,1169,126.121
92.8,26.5,998,120.237
87.7,28.6,943,108.926
84.2,26.5,941,97.5154
82.9,26.8,906,108.165
63.2,22.9,888,90.6908
120.6,23.1,1200,88.4309
99.1,23.8,891,95.9855
69.2,24.1,678,105.657
76.8,30.6,1389,97.7743
82.7,34.7,1581,109.044
82.6,31.3,1217,95.2538
73.2,29.5,1160,101.202
70.3,27.5,1190,78.9491
87.6,26.8,842,97.0103
123.1,26.6,1156,95.2309
54.2,20.5,829,88.569
88.1,23.8,900,94.9955
90.5,25.5,1043,101.026
97.6,24,1110,94.8426
104.9,23.7,881,96.8716
49.2,20.5,783,74.5514
100.2,24.2,954,85.814
91.7,22.2,602,83.2746
91.8,24.4,1134,102.87
102,24.7,748,79.9611
155.9,24.2,1443,90.3719
88,19,590,83.5054
64.6,23.1,916,95.9724
92.3,29.1,1096,116.078
130.2,21.6,998,83.0693
75.2,20.4,621,77.0675
96,24.9,738,110.303
99,21.8,593,84.5298
98.6,18.7,843,67.5874
104,29.7,1339,115.19
103.1,26,1134,104.361
94.1,25.2,1049,104.901
81.8,25,1030,100.99
87.8,24.5,1034,94.6093
97.7,26.5,1155,100.778
57,21.1,674,79.3452
115.6,20.9,1030,81.8269
78.5,27.7,853,95.408
56.3,21.8,886,87.9636
58.5,34.2,594,125.338
96,23.6,758,103.006
58.7,22.2,733,91.6678
86.2,23.7,647,81.5658
99.8,27.4,1549,97.1009
99.2,26.2,1234,105.803
52.8,27.6,864,109.375
75.7,25,932,106.594
129.4,25.2,1281,111.273
76,25.1,1041,101.055
55.1,23.6,1012,87.9
151.4,23.2,1360,89.3386
93.3,27.7,1203,104.119
81.1,23.6,1044,84.0762
58.7,29.3,621,103.014
89.1,33.1,722,134.629
66.8,31.6,590,103.762
69.7,32.3,609,120.191
67.8,28.6,584,103.69
62.8,28.2,596,109.368
57.7,22.1,793,84.7804
109.8,18.5,985,69.3079
54.6,19.6,619,103.538
58.5,22.5,1059,80.42
63.2,23.9,1170,89.9116
55.7,20,938,77.332
87.4,23.7,606,120.868
87.3,25.5,556,115.827
79.5,25.5,1089,97.0212
106.6,29.2,1341,114.781
98.4,25.2,537,108.418
75.4,23.3,507,110.995
112.5,32,1560,124.138
88,22.8,535,108.679
88.5,22.8,623,117.418
96.3,29.5,1241,119.784
111.8,27.4,1215,109.343
109.3,27.1,1166,114.868
99.4,28.1,1174,106.192
61.8,20.6,936,71.7963
59.8,20.4,989,70.4831
68.4,28.9,819,109.387
55.5,29,984,102.986
88.1,25.1,738,91.9933
150.3,25.3,1180,96.0354
76.9,29.1,1114,112.306
104.8,28.4,1384,118.67
102.6,24.4,661,97.3154
59.9,15.3,782,71.2789
50.1,16,775,67.6358
63.1,15.4,785,61.5198
54,14.7,831,68.8335
60.5,15,855,65.6851
67.9,16.6,864,75.0499
68.4,19.1,947,80.9426
68.4,19.1,947,72.9112
49.8,23.5,720,79.7319
136.9,30.1,1293,115.397
72.4,28.2,1145,110.182
93.5,24.1,1060,88.3594
60.9,30.4,1073,116.422
54.8,24.7,727,91.1981
108.1,20.9,1206,74.7451
134.9,20.8,905,98.7114
137.7,20.4,893,91.6403
113.7,19.1,822,83.197
112,19.6,808,81.5064
130.3,20.4,904,78.792
141.3,20.3,982,81.2478
155.2,20.6,928,95.9896
134.9,20.8,905,88.5061
137.7,20.4,893,87.0877
83.2,24.5,655,89.9037
80.5,29.4,844,98.1062
80.8,25.8,884,122.345
89.7,27.1,1074,108.105
86.5,24,909,110.72
52.1,22.4,854,94.5404
108.2,18.6,895,67.3523
137.8,26.1,1190,100.624
73.6,26.7,823,89.4629
58.5,22.5,839,80.2345
127.6,25.5,1523,90.4304
76.6,25.2,995,98.8136
59.4,28.9,682,114.645
52.3,29.5,730,112.57
88.7,22.8,620,84.944
95.2,22.7,842,108.316
89.9,19.6,806,96.0086
113.1,18.6,842,82.8779
87,23.2,985,91.4112
105.8,20.7,863,98.8002
109.9,19.3,956,92.4481
109.7,22.1,1108,115.857
85.3,21.4,586,79.1063
100.9,22.9,849,101.816
87,21.4,832,99.4136
61.9,25,928,100.06
78.2,25.4,968,95.3426
58.5,28.1,719,133.669
102.9,25.7,1106,106.216
86.9,24,836,105.676
52,21.4,846,94.6014
117.5,20.8,1039,87.2645
70.9,25.1,868,81.8174
82.1,25.3,1015,116.421
84.9,25.7,983,102.599
53.8,21.4,771,76.1763
75.7,24.2,695,86.3186
101.1,25.6,1058,107.372
93.9,25.1,593,81.8506
95,25.9,1233,101.69
95.8,27.1,1481,110.9
105.8,25.6,1112,104.571
93.3,26.7,1023,112.223
53.8,24,882,96.8594
76.2,25.3,780,80.2893
79.3,22.3,619,81.9849
100.6,26.1,1481,88.8314
83.3,22.3,882,99.3934
113.6,27.3,686,137.036
87.4,27.1,1136,100.142
66.1,24.8,942,93.2675
75.7,21.8,559,77.2819
101.1,18.9,876,69.796
49.6,20.6,638,81.7223
52.2,16.7,604,78.8172
67.3,15.4,532,69.8598
56.2,27.7,666,104.952
92.6,29.1,1045,124.352
62.4,25.2,992,116.268
67.6,28.7,1139,119.072
59.5,27.4,830,120.126
60.3,25.6,784,111.759
53.8,25.2,764,106.519
60.3,25,766,107.081
48.4,27.3,732,91.3965
58.5,25.2,656,122.644
73.8,22.4,602,75.4821
85.5,25,1130,100.385
89.8,28.3,829,93.5582
94.7,21.8,709,82.1818
69.4,24.2,805,113.061
107.3,25,1467,83.9974
87.3,25.1,584,81.3543
75.1,23.1,839,100.619
87.9,28.1,1064,115.594
50.9,26.3,668,103.922
63.8,23.8,876,99.5019
72.5,25.4,745,75.0397
115.2,25.1,979,95.3461
88,21.4,834,96.3989
112.5,20.6,976,83.1164
74,23.3,896,92.9653
68.5,20.5,1153,83.9345
85.3,29,1459,126.526
67.8,29.7,644,101.336
60.4,29.3,628,105.881
100.9,18.5,834,66.8736
91.8,33,726,135.503
66.3,31.3,591,114.906
97.5,23.1,664,99.8519
69.7,32.3,609,112.894
67.8,28.6,584,107.121
62.8,28.2,596,98.5487
100.5,19.8,1564,83.0542
66.1,22.8,817,81.184
63.8,22.8,829,83.6306
63.3,24.4,897,81.1446
91.2,25.1,1004,100.165
95,23.9,1117,95.7645
86.2,22.9,592,77.5601
80.9,23.9,781,80.3889
66.5,22.3,848,101.931
83.9,23.4,570,85.4435
113.5,24.6,1467,86.2874
87.2,28.7,1079,112.167
100.3,23.9,893,98.6143
110.6,23.2,915,86.5502
89.6,25.6,979,100.847
97.2,17.4,955,68.7853
70.2,22.4,815,87.6977
51.5,20.2,830,89.8269
55.6,20.7,856,77.1835
88.2,28.1,805,103.241
95,25.6,895,100.374
92.9,30.2,1047,115.351
78.3,27.5,811,102.483
83.3,27,777,99.8114
81.1,25.4,766,92.996
68.8,28.1,788,96.5712
62.9,24.1,693,116.962
129.2,23.4,1206,88.9047
48.8,29.9,584,120.02
53,26.1,668,98.2186
100.1,18.7,850,66.9772
127.8,24.3,728,111.64
53.4,31.7,586,131.311
78.2,21.7,888,99.8941
73.8,26.9,674,105.457
57.7,26.7,754,100.45
110.7,21.6,1001,84.8043
61.7,15.4,786,64.3842
50.2,16.1,777,59.879
88.5,26.6,845,93.249
64.6,15.4,790,70.2863
54,14.7,831,63.2852
54,14.7,831,63.2852
99.7,21.9,594,78.8266
68.1,24.3,753,76.1498
88.9,22.7,655,91.0696
77.7,31.5,606,117.472
74.4,20.2,619,74.7271
62.7,31.9,701,104.655
62.2,15,861,63.5687
55.8,20.5,833,91.7494
67,16.5,878,75.3736
92.5,25.6,1050,102.584
125.3,24.2,1448,93.069
120.7,24.4,1136,97.7344
93.1,22,605,78.5127
84,18.8,1001,80.5875
93.9,29.1,1098,121.192
59.6,21.8,507,84.9357
60.9,23.9,890,93.8352
72.5,25.1,1043,115.481
130.3,28,1261,108.64
128.5,29.3,1345,110.324
128.5,29.3,1345,110.324
137.1,32.2,1561,131.707
123.5,29.7,1241,115.281
125.4,27.5,1217,119.039
128.5,27.2,1166,110.071
124.1,28.1,1174,105.581
142.1,24.9,740,121.533
77.2,23.8,901,87.5474
83.5,28.8,1197,120.552
63.1,24.4,937,97.8584
70.6,23.8,927,91.8949
74.3,23.3,896,90.3753
63.5,22.9,888,97.8342
49.2,20.5,784,75.0705
51.1,20.4,800,85.964
49.1,19.4,657,75.0457
76.5,30.7,1248,94.1069
68.5,23.1,915,98.2856
68.5,23.1,915,96.3383
63.3,24,548,97.0949
70.3,27.4,543,103.44
77.6,26,552,98.6452
64,25.3,539,99.2876
72.5,25.1,1043,112.814
76.7,28.8,1196,118.414
72.6,24.7,985,97.8176
69.8,24.5,952,100.631
69.7,29.8,936,91.3425
66.6,22.9,906,91.6463
74.6,27.4,1002,116.059
80.7,32.8,1174,127.573
73.4,26.8,1006,111.973
68.8,28.6,948,99.9159
71.1,26.6,945,98.4618
50.2,21.7,750,89.4761
55.8,22.2,1042,81.9606
64.8,25.2,1181,88.1156
59,20.1,965,74.7412
56.2,21.6,962,69.5996
60,20.4,942,74.1744
59.8,20.4,989,79.1127
86.9,21.2,669,76.6304
117.3,20.9,1036,80.5289
86.1,25.1,734,91.2593
104.8,23.5,1013,97.8378
83.8,30.1,874,96.75
49.4,22.3,885,92.3531
132.4,25.2,1284,104.282
133.6,27.4,1553,101.32
88.9,24.5,651,76.502
77,22.3,615,78.539
97.6,29.9,1224,123.964
89.7,22.6,653,83.2327
79.6,27.8,858,89.4755
70.2,22.4,597,69.4303
72.9,20.2,615,78.4304
96.6,26.1,1238,105.053
84.2,25.6,1091,107.975
76.8,25.1,936,110.109
70.1,21.5,1131,87.465
109.6,18.5,994,68.4127
50.9,27.7,864,122.282
81.4,23.7,1047,88.8585
54.7,19.6,619,110.715
62.7,31.9,701,99.5458
87.8,23.7,607,124.012
89,25.5,560,120.694
98.6,25,539,119.577
76.6,23,510,99.2371
86.3,22.8,534,128.233
89.3,22.8,624,114.721
52.9,30.7,730,125.843
151.6,25.4,1190,95.0516
91.1,35,931,112.904
50.2,23.3,724,80.9033
60,28.3,1149,119.002
80.9,26.8,1148,106.667
54.5,28.9,987,104.385
105.7,28.4,1386,115.312
137.5,30.1,1294,120.569
95.9,27.7,1070,121.265
104.2,24.7,665,96.2635
59,30.4,1072,126.599
77.5,29.4,1116,103.54
70.5,23.7,788,134.873
54.4,25.1,733,93.2342
109.3,20.8,1211,77.8681
83.3,34.6,1586,114.918
82.1,31.2,1218,96.9894
73.8,29.2,1162,105.701
70.2,27.3,1195,98.2858
82.6,28.6,1200,94.0683
77.7,30.8,1392,100.565
99.7,32,1348,111.189
118,22.6,1051,86.2758
80.7,29.2,848,99.7298
138.1,26.1,1191,109.654
53.5,23.2,856,89.1021
90.3,27.1,1076,105.524
92.7,24,907,102.6
126.4,25.5,1529,93.1027
80,26.7,829,82.665
54.6,25.1,930,96.319
79.4,25.4,971,89.1592
92.5,22.9,619,91.6702
151.4,28.4,714,134.56
72.9,25.4,996,87.0773
61.2,23.9,955,99.9739
99.3,31.8,1062,120.364
68.4,20.4,1151,89.3402
75.1,20.5,1315,88.0307
68.7,21.8,1215,91.1528
63.1,20.5,1125,87.9854
63,20.2,1066,87.2304
61.6,20.2,1132,85.0854
87.5,27.8,1168,101.852
105.8,25.6,1112,105.329
84.3,25.3,1019,96.0649
86.3,25.6,988,103.389
103.8,25.5,1062,93.4848
96.4,25.8,1238,97.2744
105.8,27.6,1577,111.021
84.6,29.4,827,98.7493
54.4,34.7,540,118.96
117.6,25.4,1039,105.763
112.4,26.1,1484,89.2976
94.7,29.2,1047,119.192
72.7,25.2,789,82.7572
93.9,26.9,1023,104.739
77,24.1,698,81.779
56.3,27.6,667,99.5766
52.1,27.1,693,106.825
85.4,24.4,842,112.446
52.7,21.6,846,85.9148
133.5,24.6,1215,97.4883
98.8,18.7,880,74.1007
85.1,22.3,884,98.3766
76.4,23.3,840,87.5851
114.1,19,821,81.375
111.4,19.5,806,83.5228
131.7,20.3,906,84.6511
144.6,20.4,987,89.0578
89.3,27.1,1141,100.008
98.8,18.7,880,64.4162
55.1,24,886,95.7762
70.6,25,869,92.0012
113.2,20.6,978,82.6363
63.5,24.4,898,85.4714
92.1,28.3,836,93.5443
48.5,23.4,808,81.5454
66.9,25.2,749,81.541
58.6,31.2,557,123.784
115.7,25.1,981,98.3065
92.4,25,1006,97.8788
66.7,22.7,819,82.1346
82.5,25.1,584,81.7715
88.4,28.1,1065,120.684
48.4,26.3,667,102.953
62.2,26.4,666,100.591
63.8,22.7,830,88.608
105.2,24,672,110.099
92.5,19.7,810,94.4043
115.1,18.7,844,95.0203
107.1,20.8,863,96.7362
101.1,19.9,959,98.6676
104.1,23.6,903,97.9948
94,20.4,884,86.0932
130.2,23.8,1087,124.259
85.9,24.4,892,104.469
101.4,21.1,832,95.9064
71,24.3,807,112.643
51.9,32.2,583,129.974
57.5,16.1,828,78.7426
57.1,15.7,798,67.8016
62.3,15.7,793,72.909
59.1,15,866,71.6334
56.8,15.7,847,69.4405
102.4,23.3,673,95.868
98.7,27.7,1236,105.436
61.3,25.1,767,103.92
93.9,19.8,1569,84.4487
72.4,20.5,484,87.9158
87.3,29.4,1463,113.324
52,24,881,97.6953
50.2,19.4,662,74.6872
68.3,29.4,647,101.111
101.4,18.4,834,69.8051
60.9,29.3,630,107.106
68.9,34.9,620,124.151
69.8,31.3,619,95.2037
74.8,31.5,595,103.569
58.8,30.6,594,89.3459
108,20.8,999,82.1853
50.6,24,895,99.994
53.2,26.1,669,97.6339
87.9,28.6,1079,103.025
130.6,24.4,728,115.958
89.9,25.6,981,92.0327
64.9,23.2,918,86.2086
52.5,20.3,832,85.9041
51.8,26.8,673,100.331
66.5,22.2,845,92.2352
74.9,28.4,811,99.9419
74.5,25.8,913,110.563
78.8,22,888,94.6282
49.3,29.8,586,136.274
83.7,26.4,853,108.115
78.1,23.9,836,103.163
81.8,23.9,787,87.8891
69.5,22.5,811,84.6124
61,23.5,572,81.2648
63.4,24.3,941,92.6047
54.9,24.1,689,100.544
97.1,17.4,956,68.3244
69,18.7,850,74.01
66.2,26.4,971,114.298
74.3,27.5,1010,116.185
81.2,34.7,1187,128.042
74.3,26.1,534,92.2465
65.1,23.9,552,103.245
72.9,30.6,1041,119.391
66.2,25.3,930,109.277
64.1,26.1,899,99.3049
68.7,29.1,932,100.604
62.7,25.1,785,107.261
105.9,21.4,1001,88.1206
68.3,24.2,758,85.4754
56.2,25.7,835,84.8932
94.5,29.1,1098,117.483
94.3,25.5,1054,102.894
122.1,24.3,1139,117.454
55.3,26.4,716,108.623
76.3,23.9,898,93.1886
55.8,23.9,894,97.4593
58.1,19.2,623,78.6089
65,15.6,580,69.3639
80.6,23.5,647,76.5284
93.2,21.7,606,85.3983
92.4,26.2,1239,105.666
54.5,19.5,692,74.5502
49.7,21.7,746,92.6373
85.4,26.4,851,97.7202
80.9,29.8,883,97.8183
96.1,23.3,671,88.5402
94.5,26,742,103.558
107.4,26,708,89.0985
73.7,24.3,647,80.7787
65.7,22.9,596,76.5776
65.5,22.4,617,80.0985
131.8,27.9,1264,113.853
79.2,23.9,955,87.6222
121.5,29.2,1347,114.257
94,26.6,1162,94.8508
60.6,22,1030,76.1164
60.6,22,1030,86.8393
76.8,21.1,667,81.5339
133.8,25.1,1287,109.509
116.5,21,1044,83.6697
54,22.3,894,89.3556
52,27.8,866,110.833
78.8,23.7,1050,98.586
81.8,27.7,866,93.1348
84.4,20.1,1261,82.9357
55.8,22.4,808,94.9895
81.1,22.7,1067,85.9238
98.4,24.1,1096,92.2635
78.9,21.1,974,77.4788
77.9,21,933,75.9931
62,19,928,74.2313
67.7,22.3,1050,81.6197
77.4,22.3,650,88.3385
97.4,23.8,751,114.929
88.2,23.7,607,122.687
91.2,26.7,565,124.626
85.1,32.5,546,124.554
72.9,22.7,512,104.605
73.9,23.5,521,117.133
82.1,22.4,626,106.746
141.3,19.8,925,96.9123
153.8,19.8,977,89.6972
76.1,19.5,926,90.4004
89,18.5,817,83.2846
57.8,25.8,754,104.243
98.9,26.1,1508,88.1836
100.8,25.8,1488,94.178
104.8,26,1505,93.6489
99.8,25.5,1460,90.2038
85.9,29.2,1132,99.0861
48,27.3,973,89.4209
96.2,32.8,990,118.344
69.7,23,1003,98.5181
147.2,25,1214,91.3816
108.8,31.1,1394,113.937
94.8,33.4,961,115.021
60.3,31.7,1109,120.864
80,26.2,707,96.3077
82.2,29.1,1192,106.907
87.8,26.5,1084,126.062
92,26.9,1057,109.466
82.4,25,1000,98.8905
93.3,27.1,987,94.0262
96.6,26.3,1042,101.353
94.2,26.8,1307,103.547
105.8,27.6,1577,113.015
98.7,27.7,1236,103.346
87.1,26.1,1029,120.613
85.4,24.7,924,118.122
80.4,27.5,933,98.3033
100.1,28.9,1126,107.629
79.2,26.6,910,88.6754
51.8,24.5,920,98.4189
57.5,24,943,90.8567
135.9,22.4,1147,82.2161
55.9,29.8,803,116.898
79.8,25,650,87.1726
75.3,17.9,967,73.5377
90.6,22.6,981,105.406
83,22.6,778,93.0676
76,25.1,687,94.214
86.1,23.4,672,88.6545
93.5,27.6,1239,87.6854
86.6,23.5,1155,99.0146
122.6,25.8,1203,115.222
93.3,26.7,1060,93.6477
82.4,23.6,654,81.1326
59.8,28,893,115.667
133.3,28.8,1335,118.395
84.9,24.1,710,86.086
80.8,23.2,856,100.452
55.4,20.7,845,75.6042
80.8,23.2,856,92.9907
51.5,24.4,855,99.689
74.5,24.9,974,85.3711
79.8,23.3,834,107.123
99.7,26.3,675,124
78.2,22.8,738,93.2462
54.6,27.9,661,96.1022
60.7,19.1,858,71.5466
51.3,27.3,706,98.4568
83,24.2,808,82.7331
123.7,22.4,1077,80.2873
82,18.9,858,85.3322
73.2,18.7,912,76.585
96.7,19,1033,87.953
81.6,19.9,929,91.4306
78.3,19.8,977,89.1361
76.1,19.5,926,88.1789
79.5,28,895,105.181
92.8,28.4,1067,110.343
84.1,28.5,1190,81.5552
124.3,28.4,1268,116.147
69,21.9,921,87.8853
118.2,23.8,1178,89.402
68.9,19.9,1159,88.7041
70.8,29.6,1175,91.5241
90.7,24.5,687,87.1407
71.1,20.3,540,80.93
72.3,23.8,620,76.2151
85.3,26.4,1013,98.8501
90.5,24.1,1057,95.3758
84.4,25.8,857,90.8371
113.5,21.3,1002,82.281
48.7,22,832,81.4471
77.2,22.1,902,91.3177
72.8,22.3,792,105.861
108.4,24.3,671,111.767
69.2,17.8,841,64.1291
52.7,27.3,690,102.795
55,24,850,93.707
88.1,25,765,87.0902
109.5,19.3,811,85.8078
71.4,23.1,938,98.0284
94.9,20.7,857,92.0836
108,22.9,844,96.4221
99.4,19.5,993,93.8619
117.8,23.7,1091,116.545
87.8,24.3,893,93.8017
101.4,21.1,832,87.9989
110,19.1,811,88.3167
94.9,20.7,857,93.9593
82.2,21.7,903,68.0516
78.7,21.3,939,73.1816
68,21.1,958,75.5928
103.3,18.2,1560,82.9341
112,17.5,1535,82.5661
84.5,28.7,1296,89.207
96.5,23.8,1073,82.9356
100.9,24.2,1104,86.6286
76.2,23.3,1048,75.9336
69,21.9,921,81.841
82.2,21.7,903,74.6601
68,21.1,958,78.4884
65.8,16.6,928,72.4493
76,18.8,1007,92.6943
48.8,16.3,835,74.9763
57.1,15.7,798,67.641
62.3,15.7,793,69.8203
62.3,15.7,793,69.8203
64.2,30.1,635,99.2828
59.1,15,866,71.103
59.1,15,866,71.103
67.5,31.1,681,106.954
70,34.6,624,105.252
69.8,31.3,619,114.064
53.7,15.8,815,69.2047
74.8,31.5,595,102.862
58.8,30.6,594,107.818
87.7,30.2,1474,101.013
78.6,31.4,1307,92.5103
94.9,24.1,1140,87.7257
92.6,27.8,1314,99.8483
93.1,29.7,1408,114.778
100.3,27.2,1227,106.909
58.4,19.4,771,94.9063
86.4,25.7,889,93.0206
70.7,26,740,78.9638
53.2,26.8,684,98.5449
52.1,19.2,865,80.6061
49.5,22.5,880,89.0295
74.9,22.2,802,104.64
58.4,19.4,771,87.1872
92.3,28.6,1125,114.11
49,14.4,631,69.782
65.3,22.5,973,84.1794
60.7,19.4,630,74.0484
67.4,15.6,584,64.3249
102,24.2,711,106.515
84.1,17.3,894,70.8809
86.7,18.3,916,68.9092
97.6,25.2,1143,90.1129
117.7,21.5,1037,84.7588
127.7,26.6,1321,105.502
64.2,24.1,780,93.5438
67.6,22.4,713,98.067
88.7,26,1032,98.665
73.3,21.1,605,78.9679
89,18.5,817,89.9404
82,18.9,858,83.4272
65.8,23.7,694,99.4134
81.5,24.8,923,100.36
83.7,29.8,1201,117.296
70.8,28.1,944,104.633
81.2,28.7,1126,107.958
81.2,29.7,1076,108.575
74.5,26.3,922,110.719
70.6,29.2,1072,100.995
79.7,34.4,1200,123.898
76.8,25.7,863,106.107
75,30.9,1047,119.283
67.9,25.5,934,107.037
64.1,26.1,899,97.0656
68.7,29.1,932,105.147
78.5,25.5,856,106.107
87.8,29.3,1411,116.262
84.1,28.5,1190,92.6557
70.8,29.6,1175,101.008
85.9,22.4,927,90.4627
92.1,25.3,944,98.6289
60.1,33.7,596,117.535
110.8,21.3,1046,87.4956
90.6,26.6,852,94.6067
50.1,25.6,878,86.7342
64,20.6,888,82.698
80,23.4,973,86.2002
49.4,23.1,911,92.9431
65.8,22.7,816,90.9954
64.3,28,782,84.4094
93.5,26.9,1071,92.3046
85.4,22.7,620,79.4511
61.3,31.3,692,95.8952
54.7,29.1,744,112.716
83.7,23.2,866,107.797
60.5,29,963,105.176
68.9,21.6,626,72.5207
89,21.9,718,76.2773
93.2,25.9,739,96.3266
102.2,26,700,85.3872
78.3,24.2,639,72.0882
64.6,23,594,75.1897
63.8,22.1,612,85.9765
72.9,23.2,971,121.074
88.5,26.7,1092,125.512
89.3,25,929,122.789
82.4,23.2,837,116.669
70.1,22.4,798,104.312
74.9,22.2,802,114.251
100,25.2,1143,100.029
56.6,22.2,752,91.1967
127.4,20.9,1122,81.6822
51.6,21.1,961,85.6122
93,25.9,1282,94.032
76.1,29,945,93.4585
111.9,25.7,1323,109.48
69.4,23.5,716,76.532
82.9,25.5,1145,79.5792
97.9,31,1280,125.531
103.4,26.7,762,114.409
127.7,28.9,1336,117.258
132.9,28.4,1269,115.527
125,28.1,1227,110.486
122.9,25.8,1232,109.789
83.2,19.3,1135,67.8838
93.1,26.4,569,126.052
89.3,32.3,549,119.756
81.8,22.5,513,110.203
74.5,23.6,523,111.482
76.8,30.1,569,113.731
62.8,24.7,997,87.6534
52.9,23.7,1011,98.8706
97.5,33.1,974,112.432
150.8,25,1224,90.0177
113.8,31,1399,111.755
76.1,26,712,89.5767
101.5,28.2,845,117.594
84.4,29.5,1137,110.812
93.3,32.9,994,111.87
57.4,31.8,1115,123.236
84.2,20.5,1272,75.9547
48.6,27.3,975,81.5291
84.4,28.6,1197,92.8686
97.8,29.9,1176,124.372
101.1,26.1,1516,92.757
101.6,25.5,1491,93.4016
106.9,26,1513,87.9739
135.8,22.2,1156,81.8662
88.4,26.1,1030,103.13
82.4,27.3,943,98.5375
58.4,22.7,946,87.4269
124.4,29.3,740,128.171
103,28.8,1135,96.973
76.5,25.1,656,80.6445
74,25.3,1069,90.4073
84.8,22.9,782,103.514
72,18.2,972,72.2424
59.5,32.6,714,107.327
120.3,25.9,1211,118.347
88.2,26.5,1064,107.3
85.4,26.3,1015,92.4038
87.9,26,1030,101.016
79,16.8,528,76.1313
52.2,28.6,855,87.1595
75,24.5,974,79.1217
97.1,26.9,1069,108.83
84.7,23.9,622,77.5435
81.6,23.4,856,86.7793
55.2,27.6,666,98.5432
64.1,19.2,872,71.1385
125.7,22.2,1082,78.7898
92,26.5,1148,95.1298
88.6,27.8,1058,103.354
78,28.5,1239,91.1535
79.3,30.7,1491,95.2618
79.3,30.7,1491,108.388
83.3,28,906,99.0056
84.8,25.2,1008,94.0647
89.3,27,993,102.027
92.1,25.2,1054,92.2269
92.1,25.2,1054,96.8226
92.1,25.2,1054,100.183
91.4,25.8,1266,112.129
116.1,25.9,1547,110.461
79.3,30.7,1491,98.3627
74.8,30.9,1211,95.447
85.9,25.7,864,90.0036
111.1,21.1,1008,75.6954
57.2,34.1,564,113.856
77.5,22.5,901,96.9661
71.6,23.7,619,76.5712
73.4,23.1,939,87.3824
52.5,27.4,688,91.4215
53.8,23.9,855,92.4615
52.2,26.2,654,98.4112
88.6,27.8,1058,116.724
99.9,22.3,749,101.292
66.3,30.3,656,109.244
66.3,30.3,656,101.405
66.3,30.3,656,122.519
63.1,33.7,469,108.094
69.7,30.9,624,120.704
68.2,31.6,599,115.813
59.6,30.3,602,108.957
111.8,24.3,675,109.321
92.9,24,742,103.422
116.1,25.9,1547,119.12
88.7,27,1323,115.171
70.6,20.7,1318,87.3677
69.7,29.7,934,86.6088
82.6,34.5,1379,117.264
82.6,34.5,1379,102.366
87.5,24.8,1209,108.418
89.9,29.6,1461,124.256
84.2,25.5,1247,122.192
88.7,27,1323,114.167
70.2,17.8,847,71.1723
56.3,22.9,732,86.3377
50.8,21.6,773,64.7457
53.7,15.8,815,73.9722
53.7,15.8,815,80.5711
59.5,15.8,803,70.6095
59.3,15.7,800,66.9816
61.5,15,872,70.5064
60.9,15.8,859,68.2118
57.4,27.3,716,103.088
70.6,20.7,1318,90.7908
70.6,20.7,1318,94.7681
65,20.5,1133,103.015
64.6,20.2,1070,87.7184
62.8,20.5,1136,81.1337
90.1,24.3,1290,102.32
81.6,23.1,629,80.8488
103.7,18.2,1572,80.3118
93,17.8,1550,81.3439
101,19.2,1521,77.9449
101,19.2,1521,86.1526
